ServiceApprovalNumber,ServiceName,ProviderLegalName,ServiceType,Suburb,State,Postcode,longitude,latitude,coordinate_valid,OverallRating,rating_group,NumberOfApprovedPlaces,DistanceToBusStation_km,DistanceToTrainStation_km,nearest_transport_distance_km,transport_distance_invalid,transport_distance_review,annual_weekly_operating_hours,annual_hours_valid,term_weekly_operating_hours_unadjusted,term_weekly_operating_hours,term_hours_overlap_adjusted,holiday_weekly_operating_hours,weekly_operating_hours,operating_hours_basis,detailed_offering_count,detailed_offering_combination,remoteness_code,remoteness_area,remoteness_broad_group,boundary_state_name,boundary_state_abbr,remoteness_match_status,state_boundary_consistent,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other
SE-00006580,Community Kids Freemans Reach Early Education Centre,G8 Education Limited,Centre-Based Care,FREEMANS REACH,NSW,2756,150.795818,-33.558391,True,Meeting NQS,Meets NQS,39.000000,26.718843,5.638322,5.638322,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006581,Albion Park Early Learning Centre Burdekin Drive,Jabanta Pty Ltd,Centre-Based Care,ALBION PARK,NSW,2527,150.779888,-34.585890,True,Exceeding NQS,Above NQS,28.000000,2.991183,3.079980,2.991183,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006582,Beecroft Buddies Early Learning Centre,Beecroft Buddies Childcare Centre Pty Ltd,Centre-Based Care,BEECROFT,NSW,2119,151.065019,-33.746232,True,Meeting NQS,Meets NQS,50.000000,2.636068,0.399369,0.399369,False,False,50.500000,True,,,False,,50.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006583,Smart Cookies Early Learning Centre,NH & MM Ibrahim Pty Ltd,Centre-Based Care,BEECROFT,NSW,2119,151.065849,-33.748111,True,Meeting NQS,Meets NQS,34.000000,2.589332,0.176737,0.176737,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006584,Bees Nees Early Learning PTY LTD,BEES NEES EARLY LEARNING PTY LTD,Centre-Based Care,BRANXTON,NSW,2335,151.366382,-32.651685,True,Meeting NQS,Meets NQS,30.000000,41.850034,2.265296,2.265296,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006585,Only About Children South Granville,Only About Children Pty Ltd,Centre-Based Care,GRANVILLE,NSW,2142,151.012362,-33.858227,True,Meeting NQS,Meets NQS,44.000000,11.148889,2.138399,2.138399,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006586,Only About Children Granville,Only About Children Pty Ltd,Centre-Based Care,GRANVILLE,NSW,2142,151.012524,-33.858250,True,Meeting NQS,Meets NQS,36.000000,11.136280,2.126372,2.126372,False,False,55.000000,True,,,False,55.000000,55.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00006587,Bega Preschool,Bega Pre-School Association Inc,Centre-Based Care,BEGA,NSW,2550,149.838143,-36.682141,True,Exceeding NQS,Above NQS,52.000000,130.257871,80.125403,80.125403,False,False,,False,37.500000,37.500000,False,,37.500000,School term,1.000000,Preschool: Stand-alone,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006588,Bega Valley Family Day Care,Bega Valley Family Day Care Inc,Family Day Care,BEGA,NSW,2550,149.842087,-36.674469,True,Meeting NQS,Meets NQS,,130.397675,79.881257,79.881257,False,False,50.000000,True,,,False,50.000000,50.000000,Annual,0.000000,No detailed offering recorded,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,No,No,No,No,No,No,No
SE-00006589,Chipmunks in the Garden,Chipmunks Minto Pty Ltd,Centre-Based Care,BELFIELD,NSW,2191,151.084920,-33.903224,True,Meeting NQS,Meets NQS,38.000000,10.164993,1.594289,1.594289,False,False,55.000000,True,,,False,,55.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00006590,Happy Days Kindergarten,Kidoz Pty Ltd,Centre-Based Care,KURRAJONG,NSW,2758,150.661685,-33.550949,True,Meeting NQS,Meets NQS,20.000000,37.917149,9.980125,9.980125,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006591,Bellambi Point Community Preschool,Big Fat Smile Group Ltd,Centre-Based Care,BELLAMBI,NSW,2518,150.919330,-34.365595,True,Exceeding NQS,Above NQS,39.000000,7.423674,0.905797,0.905797,False,False,,False,37.500000,37.500000,False,,37.500000,School term,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006592,Bellbird Pre-School,Bellbird Pre-School Inc,Centre-Based Care,BELLBIRD,NSW,2325,151.322868,-32.854424,True,Meeting NQS,Meets NQS,34.000000,32.241485,19.084551,19.084551,False,False,38.750000,True,,,False,,38.750000,Annual,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006593,Bellingen Burrow Long Day Care Centre,S & N CLAYTON PTY LTD ATF S & N CLAYTON FAMILY TRUST,Centre-Based Care,BELLINGEN,NSW,2454,152.894162,-30.454222,True,Meeting NQS,Meets NQS,28.000000,63.014621,21.044774,21.044774,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006595,Bellingen Community Preschool Inc.,Bellingen Pre School Incorporated,Centre-Based Care,BELLINGEN,NSW,2454,152.895546,-30.456539,True,Exceeding NQS,Above NQS,29.000000,62.747718,20.755758,20.755758,False,False,36.250000,True,,,False,,36.250000,Annual,1.000000,Preschool: Stand-alone,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006597,Belmont Community Child Care Centre,Eastlakes Community Child Care Centre Inc,Centre-Based Care,BELMONT,NSW,2280,151.663504,-33.034941,True,Exceeding NQS,Above NQS,78.000000,10.918729,8.931596,8.931596,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006598,Belmont North Preschool,Belmont North Pre-School Incorporated,Centre-Based Care,BELMONT,NSW,2280,151.671171,-33.020488,True,Meeting NQS,Meets NQS,28.000000,9.381655,8.247428,8.247428,False,False,37.500000,True,,,False,,37.500000,Annual,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006599,Belrose Community & Children's Centre,Northern Beaches Council,Centre-Based Care,BELROSE,NSW,2085,151.220727,-33.741617,True,Excellent,Above NQS,100.000000,6.347133,6.086680,6.086680,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006600,Belrose Kindergarten,LITTLE BAREFOOT PTY LTD,Centre-Based Care,BELROSE,NSW,2085,151.220180,-33.728634,True,Meeting NQS,Meets NQS,24.000000,6.828673,6.804413,6.804413,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006601,Bendemeer Preschool,Bendemeer Pre School Inc,Centre-Based Care,BENDEMEER,NSW,2355,151.149130,-30.885874,True,Meeting NQS,Meets NQS,20.000000,163.204142,21.188744,21.188744,False,False,,False,25.500000,25.500000,False,,25.500000,School term,1.000000,Preschool: Stand-alone,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006602,Bennett Street Childcare Centre,Bennett St Childcare Centre Pty Ltd,Centre-Based Care,BONDI,NSW,2026,151.259905,-33.896252,True,Exceeding NQS,Above NQS,31.000000,1.116632,1.195942,1.116632,False,False,47.500000,True,,,False,,47.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006603,Bentley Community Preschool,Bentley Community Preschool Incorporated,Centre-Based Care,BENTLEY,NSW,2480,153.073165,-28.731523,True,Meeting NQS,Meets NQS,20.000000,48.559977,13.246727,13.246727,False,False,,False,20.250000,20.250000,False,,20.250000,School term,1.000000,Preschool: Stand-alone,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006604,Berala Jack & Jill Preschool Kindergarten,Berala Jack & Jill Pre-School Kindergarten Incorporated,Centre-Based Care,LIDCOMBE,NSW,2141,151.031168,-33.868310,True,Meeting NQS,Meets NQS,40.000000,10.167234,0.414615,0.414615,False,False,33.000000,True,,,False,,33.000000,Annual,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006605,Beresfield Community Children's Education Centre,Newcastle City Council,Centre-Based Care,BERESFIELD,NSW,2322,151.658006,-32.799762,True,Meeting NQS,Meets NQS,59.000000,15.275116,0.088909,0.088909,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006606,Berkeley Vale Community Preschool,Berkeley Vale Pre-School Kindergarten Inc,Centre-Based Care,BERKELEY VALE,NSW,2261,151.438882,-33.351427,True,Exceeding NQS,Above NQS,50.000000,5.252256,5.158149,5.158149,False,False,,False,37.500000,37.500000,False,,37.500000,School term,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006607,Bermagui Little Lambs Preschool,THE BIZNEZ PTY LTD,Centre-Based Care,WALLAGA LAKE,NSW,2546,150.061713,-36.385778,True,Meeting NQS,Meets NQS,45.000000,146.488403,83.661605,83.661605,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006608,Bermagui Preschool,Bermagui Pre School Co-Op Soc Ltd,Centre-Based Care,BERMAGUI,NSW,2546,150.077042,-36.428198,True,Excellent,Above NQS,40.000000,147.872395,86.149506,86.149506,False,False,37.500000,True,37.500000,37.500000,False,37.500000,37.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,Yes,No,No,No,No
SE-00006609,Berowra Cottage Children's Centre,MY FIRST CHILDCARE COMPANY PTY LTD,Centre-Based Care,BEROWRA,NSW,2081,151.148959,-33.625365,True,Meeting NQS,Meets NQS,40.000000,13.483010,0.439905,0.439905,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006610,Berridale Little Stars Preschool & Childcare Centre,El Sali Business Groups Pty Ltd,Centre-Based Care,BERRIDALE,NSW,2628,148.826151,-36.361016,True,Meeting NQS,Meets NQS,29.000000,35.945349,31.014072,31.014072,False,False,50.000000,True,,,False,,50.000000,Annual,3.000000,Long Day Care + OSHC: After School + OSHC: Before School,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,No,No
SE-00006611,Berrigan Children's Centre,Berrigan Children's Centre Association Incorporated,Centre-Based Care,BERRIGAN,NSW,2712,145.806810,-35.658880,True,Meeting NQS,Meets NQS,38.000000,88.624551,27.950396,27.950396,False,False,47.500000,True,17.500000,17.500000,False,47.500000,47.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00006612,Berry Community Pre-school,Berry Community Pre-School Incorporated,Centre-Based Care,BERRY,NSW,2535,150.692176,-34.774324,True,Exceeding NQS,Above NQS,24.000000,25.386801,11.621825,11.621825,False,False,37.500000,True,,,False,,37.500000,Annual,1.000000,Preschool: Stand-alone,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006613,Berry Cottage Childcare Eastwood,Morschel Pty Limited,Centre-Based Care,EASTWOOD,NSW,2122,151.090262,-33.782553,True,Meeting NQS,Meets NQS,39.000000,4.890628,1.122311,1.122311,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006614,Berry Cottage Childcare Naremburn,Morschel Pty Limited,Centre-Based Care,NAREMBURN,NSW,2065,151.195410,-33.818240,True,Exceeding NQS,Above NQS,70.000000,1.093950,0.480687,0.480687,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006615,Best Kidz Early Learning Centre,Best Kidz Management Pty Ltd,Centre-Based Care,ALFORDS POINT,NSW,2234,151.024993,-33.994421,True,Meeting NQS,Meets NQS,37.000000,17.279065,4.125701,4.125701,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006616,Betty Elaine Kindergarten,R&J SERVICES PTY LTD,Centre-Based Care,LIDCOMBE,NSW,2141,151.053395,-33.854453,True,Meeting NQS,Meets NQS,29.000000,7.602793,1.286055,1.286055,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006617,Betty Spears Child Care Centre,Betty Spears Child Care Centre Ltd,Centre-Based Care,TEMPE,NSW,2044,151.158875,-33.924047,True,Meeting NQS,Meets NQS,57.000000,4.163487,0.232184,0.232184,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006618,Beulah Matumbi Child Care Centre,Beulah Matumbi Pty Ltd,Centre-Based Care,RANDWICK,NSW,2031,151.252169,-33.910749,True,Meeting NQS,Meets NQS,26.000000,1.542686,2.198370,1.542686,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006619,Community Kids North Richmond Early Education Centre,G8 Education Limited,Centre-Based Care,NORTH RICHMOND,NSW,2754,150.718897,-33.581412,True,Meeting NQS,Meets NQS,39.000000,31.678093,3.682541,3.682541,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006620,Beverly Hills Montessori Christian Nursery,Commitment Pty Ltd,Centre-Based Care,NARWEE,NSW,2209,151.070007,-33.949383,True,Meeting NQS,Meets NQS,20.000000,12.055180,0.202406,0.202406,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006621,Beverly Hills Montessori Christian Preschool,Commitment Pty Ltd,Centre-Based Care,NARWEE,NSW,2209,151.070007,-33.949383,True,Working Towards NQS,Below NQS,51.000000,12.055180,0.202406,0.202406,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00006622,Bexley Jack & Jill Pre-School,Bexley Jack & Jill Pre-School Inc,Centre-Based Care,BEXLEY,NSW,2207,151.124421,-33.954922,True,Exceeding NQS,Above NQS,37.000000,7.189656,1.102591,1.102591,False,False,37.500000,True,,,False,,37.500000,Annual,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
