ServiceApprovalNumber,ServiceName,ProviderLegalName,ServiceType,Suburb,State,Postcode,longitude,latitude,coordinate_valid,OverallRating,rating_group,NumberOfApprovedPlaces,DistanceToBusStation_km,DistanceToTrainStation_km,nearest_transport_distance_km,transport_distance_invalid,transport_distance_review,annual_weekly_operating_hours,annual_hours_valid,term_weekly_operating_hours_unadjusted,term_weekly_operating_hours,term_hours_overlap_adjusted,holiday_weekly_operating_hours,weekly_operating_hours,operating_hours_basis,detailed_offering_count,detailed_offering_combination,remoteness_code,remoteness_area,remoteness_broad_group,boundary_state_name,boundary_state_abbr,remoteness_match_status,state_boundary_consistent,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other
SE-00009812,McKellar Cottage,EARLY EDUCATION INITIATIVE PTY. LTD.,Centre-Based Care,MCKELLAR,ACT,2617,149.075050,-35.217345,True,Meeting NQS,Meets NQS,59.000000,8.042497,6.196699,6.196699,False,False,51.250000,True,,,False,,51.250000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009814,Mother Teresa Early Learning Centre  Harrison,CATHOLIC ARCHDIOCESE OF CANBERRA  AND GOULBURN EDUCATION LIMITED,Centre-Based Care,HARRISON,ACT,2914,149.152761,-35.195163,True,Exceeding NQS,Above NQS,88.000000,9.381850,0.252170,0.252170,False,False,47.500000,True,,,False,47.500000,47.500000,Annual,2.000000,Long Day Care + Preschool: School-based,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,Yes,No,No,No,No,No
SE-00009815,Nan's Child Care Centre,CCCT PTY LTD,Centre-Based Care,SCULLIN,ACT,2614,149.040716,-35.232507,True,Exceeding NQS,Above NQS,90.000000,9.156212,8.635862,8.635862,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009816,Narrabundah Children's Cottage,Community Services #1 Incorporated,Centre-Based Care,NARRABUNDAH,ACT,2604,149.149512,-35.329363,True,Meeting NQS,Meets NQS,36.000000,5.953371,1.117509,1.117509,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009817,Communities@Work Narrabundah Early Childhood Service,Communities@Work,Centre-Based Care,NARRABUNDAH,ACT,2604,149.150477,-35.329093,True,Working Towards NQS,Below NQS,99.000000,5.955117,1.091802,1.091802,False,False,52.500000,True,22.500000,22.500000,False,52.500000,52.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009818,Communities@Work Ngunnawal Child Care & Education Centre,Communities@Work,Centre-Based Care,NGUNNAWAL,ACT,2913,149.111286,-35.169470,True,Meeting NQS,Meets NQS,108.000000,11.989246,2.840486,2.840486,False,False,52.500000,True,22.500000,22.500000,False,52.500000,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009819,Nicholls Early Childhood Centre,Community Services of Gungahlin Inc,Centre-Based Care,NICHOLLS,ACT,2913,149.100551,-35.181342,True,Exceeding NQS,Above NQS,90.000000,10.840834,3.210267,3.210267,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009820,Nipperville Early Learning Centre,Children First Learning Centres Pty Ltd,Centre-Based Care,WATSON,ACT,2602,149.152628,-35.238987,True,Meeting NQS,Meets NQS,120.000000,4.812628,0.867748,0.867748,False,False,112.500000,True,,,False,,112.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009821,Noah's Ark Long Day Care Service,Noah's Ark Resource Centre Incorporated,Centre-Based Care,RIVETT,ACT,2611,149.036397,-35.348640,True,Meeting NQS,Meets NQS,87.000000,11.351929,10.769483,10.769483,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009822,YWCA O'Connor School Age Care,YWCA Canberra,Centre-Based Care,O'CONNOR,ACT,2602,149.120629,-35.261107,True,Meeting NQS,Meets NQS,35.000000,1.778754,1.055207,1.055207,False,False,,False,31.500000,31.500000,False,,31.500000,School term,2.000000,OSHC: After School + OSHC: Before School,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,No,No,No,Yes,Yes,No,No
SE-00009823,Peter Pan Early Learning by Busy Bees,FEL Child Care Centres 4 Pty Ltd,Centre-Based Care,CURTIN,ACT,2605,149.080297,-35.323777,True,Exceeding NQS,Above NQS,80.000000,6.587483,6.296976,6.296976,False,False,,False,,,False,,,Missing,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009824,Pinocchio Early Learning Centre Dickson,Pinocchio Early Learning Centre Pty Ltd,Centre-Based Care,DICKSON,ACT,2602,149.143779,-35.250088,True,Exceeding NQS,Above NQS,95.000000,3.351096,0.914168,0.914168,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009825,Possum Magic Childcare Centre,Enjoy Services Pty Ltd,Centre-Based Care,RED HILL,ACT,2603,149.132153,-35.337720,True,Working Towards NQS,Below NQS,66.000000,6.555016,2.578765,2.578765,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00009827,Rainbow Cottage Early Childhood Centre,Rainbow Cottage Early Childhood Centre Inc,Centre-Based Care,BELCONNEN,ACT,2617,149.061754,-35.236567,True,Significant Improvement Required,Below NQS,49.000000,7.326713,6.677790,6.677790,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Working Towards NQS,Significant Improvement Required,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Significant Improvement Required,Yes,No,No,No,No,No,No
SE-00009828,Galileo Early Learning,,Centre-Based Care,RED HILL,ACT,2603,149.132647,-35.339605,True,Working Towards NQS,Below NQS,39.000000,6.767330,2.723044,2.723044,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00009829,YWCA Canberra Reid Early Childhood Centre,YWCA Canberra,Centre-Based Care,REID,ACT,2612,149.139447,-35.285981,True,Working Towards NQS,Below NQS,67.000000,1.328524,1.284069,1.284069,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00009830,Communities@Work Richardson Child Care & Education Centre,Communities@Work,Centre-Based Care,RICHARDSON,ACT,2905,149.114703,-35.427887,True,Working Towards NQS,Below NQS,57.000000,16.620952,12.488992,12.488992,False,False,52.500000,True,,,False,52.500000,52.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009831,One Tree Defence Childcare Unit Russell Hill,One Tree Community Services Inc,Centre-Based Care,RUSSELL HILL,ACT,2600,149.153108,-35.300956,True,Exceeding NQS,Above NQS,85.000000,3.370212,2.072115,2.072115,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009832,Uniting Salem Early Learning Kambah,The Uniting Church In Australia Property Trust (NSW),Centre-Based Care,KAMBAH,ACT,2902,149.059160,-35.379013,True,Exceeding NQS,Above NQS,55.000000,12.757183,10.549780,10.549780,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009833,Acacia Early Education and Care Centre,Community Services #1 Incorporated,Centre-Based Care,BARTON,ACT,2600,149.133332,-35.306680,True,Meeting NQS,Meets NQS,64.000000,3.129878,2.028365,2.028365,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009834,SDN Bluebell Early Childhood Education Centre,SDN Children's Services,Centre-Based Care,BELCONNEN,ACT,2617,149.072198,-35.242853,True,Exceeding NQS,Above NQS,62.000000,6.147370,5.660141,5.660141,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009835,Urban Education Gold Creek Pty Ltd,Urban Education Gold Creek Pty  Ltd,Centre-Based Care,NICHOLLS,ACT,2913,149.089210,-35.184699,True,Meeting NQS,Meets NQS,62.000000,10.749147,4.207545,4.207545,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009836,Spence Children's Cottage,YWCA Canberra,Centre-Based Care,SPENCE,ACT,2615,149.066339,-35.203494,True,Meeting NQS,Meets NQS,25.000000,9.762855,6.593356,6.593356,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009837,St Joseph’s Early Learning Centre O’Connor,CATHOLIC ARCHDIOCESE OF CANBERRA  AND GOULBURN EDUCATION LIMITED,Centre-Based Care,O'CONNOR,ACT,2602,149.126400,-35.259100,True,Exceeding NQS,Above NQS,44.000000,1.939494,0.538383,0.538383,False,False,47.500000,True,47.500000,47.500000,False,47.500000,47.500000,Annual,5.000000,Long Day Care + Preschool: School-based + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,Yes,No,Yes,Yes,Yes,No
SE-00009839,St Philip's Kindergarten Association Incorporated,St Philip's Kindergarten Association Incorporated,Centre-Based Care,O'CONNOR,ACT,2602,149.121072,-35.262984,True,Working Towards NQS,Below NQS,55.000000,1.566676,0.980837,0.980837,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009840,St Thomas Aquinas Early Learning Centre  West Belconnen,CATHOLIC ARCHDIOCESE OF CANBERRA  AND GOULBURN EDUCATION LIMITED,Centre-Based Care,CHARNWOOD,ACT,2615,149.030234,-35.204745,True,Meeting NQS,Meets NQS,44.000000,11.804308,9.804425,9.804425,False,False,47.500000,True,,,False,,47.500000,Annual,2.000000,Long Day Care + Preschool: School-based,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,Yes,No,No,No,No,No
SE-00009841,Genius Bonython,Abacus 49 Pty Ltd,Centre-Based Care,BONYTHON,ACT,2905,149.082113,-35.429022,True,Working Towards NQS,Below NQS,68.000000,17.209427,13.654075,13.654075,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009842,Genius Symonston,Abacus 49 Pty Ltd,Centre-Based Care,SYMONSTON,ACT,2609,149.165248,-35.335591,True,Meeting NQS,Meets NQS,90.000000,7.171490,2.312538,2.312538,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009847,Papilio Early Learning Barton,Affinity Education Group Pty Limited,Centre-Based Care,BARTON,ACT,2600,149.136414,-35.308185,True,Meeting NQS,Meets NQS,65.000000,3.350639,1.712139,1.712139,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009848,Papilio Early Learning Bruce,Affinity Education Group Pty Limited,Centre-Based Care,BELCONNEN,ACT,2617,149.074379,-35.244934,True,Meeting NQS,Meets NQS,89.000000,5.849263,5.432625,5.432625,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009849,Busy Bees at The Park,FEL Child Care Centres 4 Pty Ltd,Centre-Based Care,MAJURA,ACT,2609,149.188152,-35.311100,True,Meeting NQS,Meets NQS,174.000000,6.553274,3.636240,3.636240,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009851,Totom House Multicultural Early Childhood Centre,Totom House Incorporated,Centre-Based Care,KALEEN,ACT,2617,149.101992,-35.220144,True,Exceeding NQS,Above NQS,52.000000,6.638385,3.890355,3.890355,False,False,51.250000,True,,,False,,51.250000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009852,Treehouse in the Park Early Learning Centre (NCS),Northside Community Service Limited,Centre-Based Care,TURNER,ACT,2612,149.120497,-35.268033,True,Exceeding NQS,Above NQS,53.000000,1.060595,1.006501,1.006501,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009854,University Preschool and Child Care Centre,University Preschool and Child Care Centre Incorporated,Centre-Based Care,ACTON,ACT,2601,149.118120,-35.290309,True,Exceeding NQS,Above NQS,85.000000,1.531657,1.713140,1.531657,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009855,Wattle Early Childhood Centre,Wattle Community Association Incorporated,Centre-Based Care,LYNEHAM,ACT,2602,149.129229,-35.257269,True,Exceeding NQS,Above NQS,33.000000,2.165007,0.418725,0.418725,False,False,48.750000,True,,,False,,48.750000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009856,Weston Creek Children's Centre,Projects on Parkinson Ltd,Centre-Based Care,WESTON,ACT,2611,149.055595,-35.342888,True,Working Towards NQS,Below NQS,115.000000,9.668537,8.914651,8.914651,False,False,51.250000,True,,,False,,51.250000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00009857,Wiradjuri Preschool Child Care Centre,University of Canberra,Centre-Based Care,BELCONNEN,ACT,2616,149.086903,-35.240332,True,Exceeding NQS,Above NQS,38.000000,5.360248,4.357379,4.357379,False,False,47.500000,True,,,False,,47.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009858,Woden Early Childhood Centre,Woden Early Childhood Centre Inc,Centre-Based Care,PHILLIP,ACT,2606,149.090263,-35.344324,True,Exceeding NQS,Above NQS,63.000000,8.030091,6.049605,6.049605,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009859,Woden Valley Early Learning Centre,Woden Valley Child Care Centre Association Inc.,Centre-Based Care,GARRAN,ACT,2605,149.102338,-35.348989,True,Meeting NQS,Meets NQS,98.000000,8.128138,5.401781,5.401781,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009860,YMCA Early Learning Centre Belconnen,Young Men's Christian Association of Canberra Ltd,Centre-Based Care,BELCONNEN,ACT,2617,149.077784,-35.233949,True,Exceeding NQS,Above NQS,90.000000,6.442992,5.293350,5.293350,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009861,YMCA Early Learning Centre Jamison,Young Men's Christian Association of Canberra Ltd,Centre-Based Care,MACQUARIE,ACT,2614,149.069745,-35.253983,True,Meeting NQS,Meets NQS,63.000000,5.679657,5.716774,5.679657,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009863,1912 Child Care and Education Centre,JOMARK ENTERPRISES PTY LTD,Centre-Based Care,DEVONPORT,TAS,7310,146.356591,-41.180499,True,Meeting NQS,Meets NQS,120.000000,40.434874,2.417101,2.417101,False,False,60.000000,True,30.000000,30.000000,False,60.000000,60.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009865,Abacus Child Care Centre,ABACUS CHILD CARE PTY LTD,Centre-Based Care,TREVALLYN,TAS,7250,147.121652,-41.437370,True,Meeting NQS,Meets NQS,30.000000,1.229788,3.308336,1.229788,False,False,,False,,,False,,,Missing,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009866,Abacus Child Care Outside School Hours Care - Trevallyn,ABACUS CHILD CARE PTY LTD,Centre-Based Care,TREVALLYN,TAS,7250,147.114688,-41.438104,True,Meeting NQS,Meets NQS,45.000000,1.815217,3.893253,1.815217,False,False,,False,15.000000,15.000000,False,50.000000,15.000000,School term,1.000000,OSHC: After School,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,No,No,No
SE-00009869,Newstead OSHC Service,Thrive Group Tasmania Inc,Centre-Based Care,NEWSTEAD,TAS,7250,147.160301,-41.452175,True,Working Towards NQS,Below NQS,75.000000,2.792206,2.394727,2.394727,False,False,,False,15.000000,15.000000,False,50.000000,15.000000,School term,2.000000,OSHC: After School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,No,Yes,No
SE-00009870,Bagdad Education and Care,Kidbiz Pty Ltd ATF Bennett Family Trust,Centre-Based Care,BAGDAD,TAS,7030,147.219527,-42.616480,True,Exceeding NQS,Above NQS,36.000000,25.474697,24.317019,24.317019,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009871,Beaconsfield Early Learning Service,Thrive Group Tasmania Inc,Centre-Based Care,BEACONSFIELD,TAS,7270,146.821947,-41.203143,True,Working Towards NQS,Below NQS,48.000000,36.812889,37.968565,36.812889,False,False,52.500000,True,21.250000,21.250000,False,52.500000,52.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009872,Bellerive After School & Vacation Care,Phoenix Children's Services Inc,Centre-Based Care,BELLERIVE,TAS,7018,147.372098,-42.873959,True,Meeting NQS,Meets NQS,55.000000,4.194634,9.269268,4.194634,False,False,,False,24.583333,24.583333,False,50.000000,24.583333,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009873,Blackmans Bay Outside School Hours Care,Adventure Patch,Centre-Based Care,BLACKMANS BAY,TAS,7052,147.321219,-42.996938,True,Working Towards NQS,Below NQS,100.000000,12.436849,18.843208,12.436849,False,False,,False,25.000000,25.000000,False,55.000000,25.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,No,No,No,Yes,Yes,Yes,No
